Date,Period,Value
7/2/2020 20:00,21,9402.4
7/2/2020 21:00,22,9465.5
7/2/2020 22:00,23,9187.8
7/2/2020 23:00,24,9008.5
7/3/2020 0:00,1,8595.6
7/3/2020 1:00,2,8482.9
7/3/2020 2:00,3,8254.5
7/3/2020 3:00,4,7950.2
7/3/2020 4:00,5,7774
7/3/2020 5:00,6,7658.5
7/3/2020 6:00,7,7916.5
7/3/2020 7:00,8,8579.6
7/3/2020 8:00,9,8976.1
7/3/2020 9:00,10,9556.8
7/3/2020 10:00,11,9912.9
7/3/2020 11:00,12,9884.3
7/3/2020 12:00,13,9919.6
7/3/2020 13:00,14,10352.4
7/3/2020 14:00,15,10268.8
7/3/2020 15:00,16,9987.9
7/3/2020 16:00,17,9203.3
7/3/2020 17:00,18,8531.6
7/3/2020 18:00,19,8881
7/3/2020 19:00,20,8984.3
7/3/2020 20:00,21,9298.3
7/3/2020 21:00,22,9236
7/3/2020 22:00,23,9180.8
7/3/2020 23:00,24,8969.7
7/4/2020 0:00,1,8648.6
7/4/2020 1:00,2,8353.2
7/4/2020 2:00,3,8066.5
7/4/2020 3:00,4,7913.9
7/4/2020 4:00,5,7701
7/4/2020 5:00,6,7449
7/4/2020 6:00,7,7449.5
7/4/2020 7:00,8,7741.5
7/4/2020 8:00,9,8113.1
7/4/2020 9:00,10,8550.4
7/4/2020 10:00,11,8860.8
7/4/2020 11:00,12,8846.5
7/4/2020 12:00,13,8953.4
7/4/2020 13:00,14,9207.2
7/4/2020 14:00,15,9045.6
7/4/2020 15:00,16,8725.4
7/4/2020 16:00,17,8048.8
7/4/2020 17:00,18,7813.9
7/4/2020 18:00,19,8237.6
7/4/2020 19:00,20,8218.7
7/4/2020 20:00,21,8403.7
7/4/2020 21:00,22,8358.3
7/4/2020 22:00,23,8087.3
7/4/2020 23:00,24,7882.9
7/5/2020 0:00,1,7657.7
7/5/2020 1:00,2,7356.9
7/5/2020 2:00,3,7174.6
7/5/2020 3:00,4,7105.9
7/5/2020 4:00,5,6893.1
7/5/2020 5:00,6,6477.1
7/5/2020 6:00,7,6550.3
7/5/2020 7:00,8,6886.8
7/5/2020 8:00,9,7494.1
7/5/2020 9:00,10,7792.7
7/5/2020 10:00,11,8066.8
7/5/2020 11:00,12,8105.5
7/5/2020 12:00,13,8157.9
7/5/2020 13:00,14,8417
7/5/2020 14:00,15,8318.4
7/5/2020 15:00,16,7983.8
7/5/2020 16:00,17,7700.1
7/5/2020 17:00,18,7861.6
7/5/2020 18:00,19,8119.9
7/5/2020 19:00,20,8489.4
7/5/2020 20:00,21,8763.1
7/5/2020 21:00,22,8655.7
7/5/2020 22:00,23,8457.9
7/5/2020 23:00,24,8066.1
7/6/2020 0:00,1,7707.4
7/6/2020 1:00,2,7472.5
7/6/2020 2:00,3,7260.5
7/6/2020 3:00,4,7003.9
7/6/2020 4:00,5,6947.9
7/6/2020 5:00,6,6941
7/6/2020 6:00,7,7251
7/6/2020 7:00,8,8166.4
7/6/2020 8:00,9,8840.6
7/6/2020 9:00,10,9437.8
7/6/2020 10:00,11,9718.1
7/6/2020 11:00,12,9663.2
7/6/2020 12:00,13,9850.8
7/6/2020 13:00,14,10221.4
7/6/2020 14:00,15,10186.6
7/6/2020 15:00,16,9876.9
7/6/2020 16:00,17,9127
7/6/2020 17:00,18,8519.1
7/6/2020 18:00,19,8743.9
7/6/2020 19:00,20,8842.1
7/6/2020 20:00,21,9072.3
7/6/2020 21:00,22,8993
7/6/2020 22:00,23,8911.1
7/6/2020 23:00,24,8604.3
7/7/2020 0:00,1,8026.2
7/7/2020 1:00,2,7666
7/7/2020 2:00,3,7425.9
7/7/2020 3:00,4,7381.4
7/7/2020 4:00,5,7490.3
7/7/2020 5:00,6,7387.4
7/7/2020 6:00,7,7568.9
7/7/2020 7:00,8,8277.5
7/7/2020 8:00,9,8925.5
7/7/2020 9:00,10,9652
7/7/2020 10:00,11,10034.4
7/7/2020 11:00,12,9909.4
7/7/2020 12:00,13,10051.9
7/7/2020 13:00,14,10417.1
7/7/2020 14:00,15,10271.4
7/7/2020 15:00,16,9978.5
7/7/2020 16:00,17,9286.6
7/7/2020 17:00,18,8582.9
7/7/2020 18:00,19,8898.6
7/7/2020 19:00,20,9132.9
7/7/2020 20:00,21,9402.4
7/7/2020 21:00,22,9411.8
7/7/2020 22:00,23,9048
7/7/2020 23:00,24,9048
7/8/2020 0:00,1,8684.2
7/8/2020 1:00,2,8442
7/8/2020 2:00,3,8103.1
7/8/2020 3:00,4,7914.7
7/8/2020 4:00,5,7772.3
7/8/2020 5:00,6,7573
7/8/2020 6:00,7,7677.9
7/8/2020 7:00,8,8457.5
7/8/2020 8:00,9,9152.1
7/8/2020 9:00,10,9608.4
7/8/2020 10:00,11,10021.5
7/8/2020 11:00,12,9802.4
7/8/2020 12:00,13,10040.6
7/8/2020 13:00,14,10336.8
7/8/2020 14:00,15,10234.5
7/8/2020 15:00,16,9911.3
7/8/2020 16:00,17,9140.7
7/8/2020 17:00,18,8517.3
7/8/2020 18:00,19,8944.3
7/8/2020 19:00,20,9082.7
7/8/2020 20:00,21,9245.2
7/8/2020 21:00,22,9245.4
7/8/2020 22:00,23,9120.3
7/8/2020 23:00,24,8888.5
7/9/2020 0:00,1,8527.9
7/9/2020 1:00,2,8260.7
7/9/2020 2:00,3,7970.4
7/9/2020 3:00,4,7755.6
7/9/2020 4:00,5,7651.2
7/9/2020 5:00,6,7525.3
7/9/2020 6:00,7,7734.1
7/9/2020 7:00,8,8378.6
7/9/2020 8:00,9,9160.1
7/9/2020 9:00,10,9766.3
7/9/2020 10:00,11,10001.4
7/9/2020 11:00,12,9978.5
7/9/2020 12:00,13,10151
7/9/2020 13:00,14,10550.4
7/9/2020 14:00,15,10455.6
7/9/2020 15:00,16,10121.2
7/9/2020 16:00,17,9158.6
7/9/2020 17:00,18,8518.1
7/9/2020 18:00,19,8892.5
7/9/2020 19:00,20,9050.2
7/9/2020 20:00,21,9272.8
7/9/2020 21:00,22,9189
7/9/2020 22:00,23,9138.6
7/9/2020 23:00,24,9048.7
7/10/2020 0:00,1,8669.8
7/10/2020 1:00,2,8420.5
7/10/2020 2:00,3,8173.9
7/10/2020 3:00,4,7959.7
7/10/2020 4:00,5,7816.4
7/10/2020 5:00,6,7635
7/10/2020 6:00,7,7824.8
7/10/2020 7:00,8,8452
7/10/2020 8:00,9,9205.7
7/10/2020 9:00,10,9752.2
7/10/2020 10:00,11,10054.9
7/10/2020 11:00,12,9960
7/10/2020 12:00,13,10115.1
7/10/2020 13:00,14,10513
7/10/2020 14:00,15,10349.9
7/10/2020 15:00,16,9986.2
7/10/2020 16:00,17,9053.8
7/10/2020 17:00,18,8493.5
7/10/2020 18:00,19,8885.5
7/10/2020 19:00,20,8959.2
7/10/2020 20:00,21,9215.6
7/10/2020 21:00,22,9185.8
7/10/2020 22:00,23,9010.7
7/10/2020 23:00,24,8770.1
7/11/2020 0:00,1,8538.2
7/11/2020 1:00,2,8271
7/11/2020 2:00,3,8005.3
7/11/2020 3:00,4,7851.9
7/11/2020 4:00,5,7740.1
7/11/2020 5:00,6,7595.5
7/11/2020 6:00,7,7539.1
7/11/2020 7:00,8,7697
7/11/2020 8:00,9,8130.4
7/11/2020 9:00,10,8653.6
7/11/2020 10:00,11,9027.8
7/11/2020 11:00,12,8956.9
7/11/2020 12:00,13,9016.8
7/11/2020 13:00,14,9270.6
7/11/2020 14:00,15,9064.7
7/11/2020 15:00,16,8824.1
7/11/2020 16:00,17,8130.7
7/11/2020 17:00,18,7929.7
7/11/2020 18:00,19,8366.5
7/11/2020 19:00,20,8581.8
7/11/2020 20:00,21,8681.8
7/11/2020 21:00,22,8550.2
7/11/2020 22:00,23,8542.6
7/11/2020 23:00,24,8338.2
7/12/2020 0:00,1,8119.7
7/12/2020 1:00,2,7917.8
7/12/2020 2:00,3,7645
7/12/2020 3:00,4,7468.8
7/12/2020 4:00,5,7243.6
7/12/2020 5:00,6,6965.3
7/12/2020 6:00,7,6807.9
7/12/2020 7:00,8,7230.5
7/12/2020 8:00,9,7616.9
7/12/2020 9:00,10,8038.5
7/12/2020 10:00,11,8296.4
7/12/2020 11:00,12,8410.3
7/12/2020 12:00,13,8502.4
7/12/2020 13:00,14,8657.6
7/12/2020 14:00,15,8397.2
7/12/2020 15:00,16,8068.7
7/12/2020 16:00,17,7939.7
7/12/2020 17:00,18,7947.4
7/12/2020 18:00,19,8456.3
7/12/2020 19:00,20,8775.7
7/12/2020 20:00,21,8911.4
7/12/2020 21:00,22,8879.3
7/12/2020 22:00,23,8500.5
7/12/2020 23:00,24,8243.6
7/13/2020 0:00,1,7943.2
7/13/2020 1:00,2,7654.5
7/13/2020 2:00,3,7423.1
7/13/2020 3:00,4,7319.2
7/13/2020 4:00,5,7286.2
7/13/2020 5:00,6,7230.7
7/13/2020 6:00,7,7549.5
7/13/2020 7:00,8,8127.3
7/13/2020 8:00,9,8436.2
7/13/2020 9:00,10,8965.9
7/13/2020 10:00,11,9139.1
7/13/2020 11:00,12,8945.1
7/13/2020 12:00,13,8835.8
7/13/2020 13:00,14,8843.2
7/13/2020 14:00,15,8583.7
7/13/2020 15:00,16,8584.4
7/13/2020 16:00,17,8576.4
7/13/2020 17:00,18,8051.4
7/13/2020 18:00,19,8198.6
7/13/2020 19:00,20,8165.4
7/13/2020 20:00,21,8003.9
7/13/2020 21:00,22,8058.9
7/13/2020 22:00,23,7829.1
7/13/2020 23:00,24,7699.4
7/14/2020 0:00,1,7350.7
7/14/2020 1:00,2,7123.8
7/14/2020 2:00,3,7014.7
7/14/2020 3:00,4,6964.8
7/14/2020 4:00,5,6794.5
7/14/2020 5:00,6,6932.5
7/14/2020 6:00,7,7018.4
7/14/2020 7:00,8,7589.1
7/14/2020 8:00,9,8389.4
7/14/2020 9:00,10,8926.3
7/14/2020 10:00,11,9344.6
7/14/2020 11:00,12,9332.1
7/14/2020 12:00,13,9526.7
7/14/2020 13:00,14,9762.8
7/14/2020 14:00,15,9599.9
7/14/2020 15:00,16,9271.8
7/14/2020 16:00,17,8586.5
7/14/2020 17:00,18,8198
7/14/2020 18:00,19,8620.8
7/14/2020 19:00,20,8875.1
7/14/2020 20:00,21,9144.2
7/14/2020 21:00,22,9072.7
7/14/2020 22:00,23,8975.4
7/14/2020 23:00,24,8663.9
7/15/2020 0:00,1,8332.3
7/15/2020 1:00,2,8094.4
7/15/2020 2:00,3,7717.4
7/15/2020 3:00,4,7536.2
7/15/2020 4:00,5,7407.1
7/15/2020 5:00,6,7289
7/15/2020 6:00,7,7488.2
7/15/2020 7:00,8,8019.4
7/15/2020 8:00,9,9019.4
7/15/2020 9:00,10,9625.7
7/15/2020 10:00,11,9879.9
7/15/2020 11:00,12,9732.4
7/15/2020 12:00,13,9881.5
7/15/2020 13:00,14,10230.8
7/15/2020 14:00,15,10199
7/15/2020 15:00,16,9791.5
7/15/2020 16:00,17,8803.1
7/15/2020 17:00,18,8327.6
7/15/2020 18:00,19,8688.4
7/15/2020 19:00,20,8881
7/15/2020 20:00,21,9054.7
7/15/2020 21:00,22,8973.2
7/15/2020 22:00,23,8678.5
7/15/2020 23:00,24,8483.8
7/16/2020 0:00,1,8293.3
7/16/2020 1:00,2,8038.4
7/16/2020 2:00,3,7777.4
7/16/2020 3:00,4,7577.5
7/16/2020 4:00,5,7514.8
7/16/2020 5:00,6,7280
7/16/2020 6:00,7,7513.2
7/16/2020 7:00,8,8264
7/16/2020 8:00,9,8995.6
7/16/2020 9:00,10,9390.8
7/16/2020 10:00,11,9644.8
7/16/2020 11:00,12,9646
7/16/2020 12:00,13,9736.2
7/16/2020 13:00,14,10102.4
7/16/2020 14:00,15,9932
7/16/2020 15:00,16,9691.5
7/16/2020 16:00,17,9031.8
7/16/2020 17:00,18,8542.1
7/16/2020 18:00,19,8887.1
7/16/2020 19:00,20,9095.7
7/16/2020 20:00,21,9388.7
7/16/2020 21:00,22,9292.1
7/16/2020 22:00,23,9005.5
7/16/2020 23:00,24,8799
7/17/2020 0:00,1,8645.8
7/17/2020 1:00,2,8299.5
7/17/2020 2:00,3,8122.3
7/17/2020 3:00,4,7869.2
7/17/2020 4:00,5,7734.2
7/17/2020 5:00,6,7568.3
7/17/2020 6:00,7,7767.7
7/17/2020 7:00,8,8261.9
7/17/2020 8:00,9,9101.1
7/17/2020 9:00,10,9574.5
7/17/2020 10:00,11,9860.2
7/17/2020 11:00,12,9828.2
7/17/2020 12:00,13,9918
7/17/2020 13:00,14,10300.4
7/17/2020 14:00,15,10034.6
7/17/2020 15:00,16,9827.9
7/17/2020 16:00,17,9101.1
7/17/2020 17:00,18,8521.5
7/17/2020 18:00,19,9048.5
7/17/2020 19:00,20,9248.7
7/17/2020 20:00,21,9471.4
7/17/2020 21:00,22,9453.4
7/17/2020 22:00,23,9135.3
7/17/2020 23:00,24,8893.6
7/18/2020 0:00,1,8730.1
7/18/2020 1:00,2,8431.9
7/18/2020 2:00,3,8119.9
7/18/2020 3:00,4,7876.9
7/18/2020 4:00,5,7790.9
7/18/2020 5:00,6,7490.9
7/18/2020 6:00,7,7369
7/18/2020 7:00,8,7742.5
7/18/2020 8:00,9,8333.1
7/18/2020 9:00,10,8898.7
7/18/2020 10:00,11,9127.5
7/18/2020 11:00,12,9056.8
7/18/2020 12:00,13,9127.1
7/18/2020 13:00,14,9433.8
7/18/2020 14:00,15,9237.3
7/18/2020 15:00,16,9292.5
7/18/2020 16:00,17,8678.3
7/18/2020 17:00,18,8479.5
7/18/2020 18:00,19,8673.4
7/18/2020 19:00,20,8789.6
7/18/2020 20:00,21,8944.2
7/18/2020 21:00,22,8895.6
7/18/2020 22:00,23,8849.1
7/18/2020 23:00,24,8694
7/19/2020 0:00,1,8411.3
7/19/2020 1:00,2,8064.8
7/19/2020 2:00,3,7809.5
7/19/2020 3:00,4,7528.2
7/19/2020 4:00,5,7244.8
7/19/2020 5:00,6,6952.6
7/19/2020 6:00,7,6922.3
7/19/2020 7:00,8,7304.1
7/19/2020 8:00,9,7505.5
7/19/2020 9:00,10,7996.1
7/19/2020 10:00,11,8205.1
7/19/2020 11:00,12,8428.8
7/19/2020 12:00,13,8441.8
7/19/2020 13:00,14,8506.3
7/19/2020 14:00,15,8397.5
7/19/2020 15:00,16,8196.5
7/19/2020 16:00,17,7961.1
7/19/2020 17:00,18,7940.2
7/19/2020 18:00,19,8470.4
7/19/2020 19:00,20,8630.4
7/19/2020 20:00,21,8879.4
7/19/2020 21:00,22,8876.2
7/19/2020 22:00,23,8641.1
7/19/2020 23:00,24,8269.5
7/20/2020 0:00,1,7995
7/20/2020 1:00,2,7729.5
7/20/2020 2:00,3,7406.4
7/20/2020 3:00,4,7170.7
7/20/2020 4:00,5,7156.2
7/20/2020 5:00,6,7153.9
7/20/2020 6:00,7,7449.3
7/20/2020 7:00,8,8177.5
7/20/2020 8:00,9,8890
7/20/2020 9:00,10,9350.2
7/20/2020 10:00,11,9674.3
7/20/2020 11:00,12,9591.1
7/20/2020 12:00,13,9726
7/20/2020 13:00,14,10149.3
7/20/2020 14:00,15,10008.7
7/20/2020 15:00,16,9750.9
7/20/2020 16:00,17,9033.7
7/20/2020 17:00,18,8377
7/20/2020 18:00,19,8775.9
7/20/2020 19:00,20,8796.4
7/20/2020 20:00,21,8950.9
7/20/2020 21:00,22,8930.9
7/20/2020 22:00,23,8741.7
7/20/2020 23:00,24,8591.4
7/21/2020 0:00,1,8264.7
7/21/2020 1:00,2,8040.2
7/21/2020 2:00,3,7800.6
7/21/2020 3:00,4,7611.9
7/21/2020 4:00,5,7455.2
7/21/2020 5:00,6,7378.1
7/21/2020 6:00,7,7541
7/21/2020 7:00,8,8257.1
7/21/2020 8:00,9,8935.4
7/21/2020 9:00,10,9528.4
7/21/2020 10:00,11,9851
7/21/2020 11:00,12,9769.6
7/21/2020 12:00,13,9863.2
7/21/2020 13:00,14,10268.1
7/21/2020 14:00,15,10163
7/21/2020 15:00,16,9806.8
7/21/2020 16:00,17,9131.3
7/21/2020 17:00,18,8486.7
7/21/2020 18:00,19,8734.5
7/21/2020 19:00,20,8895.8
7/21/2020 20:00,21,8966.1
7/21/2020 21:00,22,8948.2
7/21/2020 22:00,23,8528.1
7/21/2020 23:00,24,8199.4
7/22/2020 0:00,1,7964.3
7/22/2020 1:00,2,7713
7/22/2020 2:00,3,7456.3
7/22/2020 3:00,4,7298.4
7/22/2020 4:00,5,7244.4
7/22/2020 5:00,6,7132.7
7/22/2020 6:00,7,7433.4
7/22/2020 7:00,8,8125.7
7/22/2020 8:00,9,8503.9
7/22/2020 9:00,10,8991.7
7/22/2020 10:00,11,9191.2
7/22/2020 11:00,12,9082.5
7/22/2020 12:00,13,9330.1
7/22/2020 13:00,14,9693
7/22/2020 14:00,15,9577.7
7/22/2020 15:00,16,9305.5
7/22/2020 16:00,17,8798.2
7/22/2020 17:00,18,8643
7/22/2020 18:00,19,8786.4
7/22/2020 19:00,20,8993.2
7/22/2020 20:00,21,9149.6
7/22/2020 21:00,22,9128.3
7/22/2020 22:00,23,9016.3
7/22/2020 23:00,24,8836.8
7/23/2020 0:00,1,8525.7
7/23/2020 1:00,2,8166
7/23/2020 2:00,3,7979.4
7/23/2020 3:00,4,7790.6
7/23/2020 4:00,5,7705.5
7/23/2020 5:00,6,7668.3
7/23/2020 6:00,7,7800.4
7/23/2020 7:00,8,8391.4
7/23/2020 8:00,9,9024.8
7/23/2020 9:00,10,9613.7
7/23/2020 10:00,11,9886.9
7/23/2020 11:00,12,9836.2
7/23/2020 12:00,13,10042
7/23/2020 13:00,14,10316.1
7/23/2020 14:00,15,10210.2
7/23/2020 15:00,16,9640.2
7/23/2020 16:00,17,8746.9
7/23/2020 17:00,18,8307.4
7/23/2020 18:00,19,8769.7
7/23/2020 19:00,20,9058.7
7/23/2020 20:00,21,9155.7
7/23/2020 21:00,22,9053
7/23/2020 22:00,23,8971.5
7/23/2020 23:00,24,8693.8
7/24/2020 0:00,1,8370.8
7/24/2020 1:00,2,8123.6
7/24/2020 2:00,3,7821.5
7/24/2020 3:00,4,7620.9
7/24/2020 4:00,5,7474.8
7/24/2020 5:00,6,7408.3
7/24/2020 6:00,7,7558.2
7/24/2020 7:00,8,8209.9
7/24/2020 8:00,9,8898.1
7/24/2020 9:00,10,9397
7/24/2020 10:00,11,9696.9
7/24/2020 11:00,12,9674.5
7/24/2020 12:00,13,9844.4
7/24/2020 13:00,14,10032.7
7/24/2020 14:00,15,9949
7/24/2020 15:00,16,9436.1
7/24/2020 16:00,17,8805.5
7/24/2020 17:00,18,8470.6
7/24/2020 18:00,19,8762.7
7/24/2020 19:00,20,9062.2
7/24/2020 20:00,21,9199
7/24/2020 21:00,22,9065.1
7/24/2020 22:00,23,8838.2
7/24/2020 23:00,24,8720.7
7/25/2020 0:00,1,8341.1
7/25/2020 1:00,2,8136.3
7/25/2020 2:00,3,7835.9
7/25/2020 3:00,4,7576.7
7/25/2020 4:00,5,7626.3
7/25/2020 5:00,6,7318.4
7/25/2020 6:00,7,7163.4
7/25/2020 7:00,8,7605.6
7/25/2020 8:00,9,8214.4
7/25/2020 9:00,10,8723.1
7/25/2020 10:00,11,9046.6
7/25/2020 11:00,12,8946.2
7/25/2020 12:00,13,9011.4
7/25/2020 13:00,14,9325.9
7/25/2020 14:00,15,9168.6
7/25/2020 15:00,16,9059.5
7/25/2020 16:00,17,8501.9
7/25/2020 17:00,18,8165.6
7/25/2020 18:00,19,8616.5
7/25/2020 19:00,20,8542.9
7/25/2020 20:00,21,8469.8
7/25/2020 21:00,22,8447.8
7/25/2020 22:00,23,8398.4
7/25/2020 23:00,24,8093.2
7/26/2020 0:00,1,7786.2
7/26/2020 1:00,2,7712
7/26/2020 2:00,3,7311.9
7/26/2020 3:00,4,7004.8
7/26/2020 4:00,5,6840.9
7/26/2020 5:00,6,6628.1
7/26/2020 6:00,7,6613.3
7/26/2020 7:00,8,6987.5
7/26/2020 8:00,9,7251.4
7/26/2020 9:00,10,7844.2
7/26/2020 10:00,11,8113.7
7/26/2020 11:00,12,8211.6
7/26/2020 12:00,13,8252
7/26/2020 13:00,14,8507.7
7/26/2020 14:00,15,8383
7/26/2020 15:00,16,8165.7
7/26/2020 16:00,17,7755.5
7/26/2020 17:00,18,7610
7/26/2020 18:00,19,8376
7/26/2020 19:00,20,8510.6
7/26/2020 20:00,21,8647.8
7/26/2020 21:00,22,8579.1
7/26/2020 22:00,23,8288.9
7/26/2020 23:00,24,7941
7/27/2020 0:00,1,7662.5
7/27/2020 1:00,2,7380.3
7/27/2020 2:00,3,7159
7/27/2020 3:00,4,6995.6
7/27/2020 4:00,5,6887.5
7/27/2020 5:00,6,6863.7
7/27/2020 6:00,7,7192.6
7/27/2020 7:00,8,7978.7
7/27/2020 8:00,9,8859.7
7/27/2020 9:00,10,9444
7/27/2020 10:00,11,9811.9
7/27/2020 11:00,12,9768.2
7/27/2020 12:00,13,9871
7/27/2020 13:00,14,10302.9
7/27/2020 14:00,15,10268.7
7/27/2020 15:00,16,9919.7
7/27/2020 16:00,17,8993.5
7/27/2020 17:00,18,8567.7
7/27/2020 18:00,19,8898.1
7/27/2020 19:00,20,8977.5
7/27/2020 20:00,21,8747.1
7/27/2020 21:00,22,8756.3
7/27/2020 22:00,23,8588.2
7/27/2020 23:00,24,8407.8
7/28/2020 0:00,1,8210.8
7/28/2020 1:00,2,7870.2
7/28/2020 2:00,3,7676.9
7/28/2020 3:00,4,7473.6
7/28/2020 4:00,5,7393.3
7/28/2020 5:00,6,7279.6
7/28/2020 6:00,7,7405.5
7/28/2020 7:00,8,8250.7
7/28/2020 8:00,9,8846.5
7/28/2020 9:00,10,9362.9
7/28/2020 10:00,11,9518.6
7/28/2020 11:00,12,9439.5
7/28/2020 12:00,13,9624
7/28/2020 13:00,14,9826.7
7/28/2020 14:00,15,9589.9
7/28/2020 15:00,16,9330.1
7/28/2020 16:00,17,8595.8
7/28/2020 17:00,18,8358.8
7/28/2020 18:00,19,8722.2
7/28/2020 19:00,20,8884.9
7/28/2020 20:00,21,8829.5
7/28/2020 21:00,22,8686.7
7/28/2020 22:00,23,8522.8
7/28/2020 23:00,24,8291.7
7/29/2020 0:00,1,7962.1
7/29/2020 1:00,2,7748.5
7/29/2020 2:00,3,7506.6
7/29/2020 3:00,4,7372.6
7/29/2020 4:00,5,7278.8
7/29/2020 5:00,6,7218.4
7/29/2020 6:00,7,7306.6
7/29/2020 7:00,8,7923.7
7/29/2020 8:00,9,8467
7/29/2020 9:00,10,8810.4
7/29/2020 10:00,11,9224.4
7/29/2020 11:00,12,9032.8
7/29/2020 12:00,13,8896.8
7/29/2020 13:00,14,9068.7
7/29/2020 14:00,15,8818.5
7/29/2020 15:00,16,8672.4
7/29/2020 16:00,17,8114.4
7/29/2020 17:00,18,7939.9
7/29/2020 18:00,19,8410.5
7/29/2020 19:00,20,8398.6
7/29/2020 20:00,21,8417.6
7/29/2020 21:00,22,8209.8
7/29/2020 22:00,23,7970.2
7/29/2020 23:00,24,7839.9
7/30/2020 0:00,1,7515.7
7/30/2020 1:00,2,7271.1
7/30/2020 2:00,3,7020.5
7/30/2020 3:00,4,6878
7/30/2020 4:00,5,6853.5
7/30/2020 5:00,6,6838.6
7/30/2020 6:00,7,7024.6
7/30/2020 7:00,8,7552.2
7/30/2020 8:00,9,8362.3
7/30/2020 9:00,10,8816.2
7/30/2020 10:00,11,9017.9
7/30/2020 11:00,12,9089.6
7/30/2020 12:00,13,9258.3
7/30/2020 13:00,14,9533.2
7/30/2020 14:00,15,9259.9
7/30/2020 15:00,16,8822.1
7/30/2020 16:00,17,8050.1
7/30/2020 17:00,18,8043.9
7/30/2020 18:00,19,8216.1
7/30/2020 19:00,20,8344.8
7/30/2020 20:00,21,8256.2
7/30/2020 21:00,22,8166.8
7/30/2020 22:00,23,7766.4
7/30/2020 23:00,24,7650.2
7/31/2020 0:00,1,7396.6
7/31/2020 1:00,2,7181.4
7/31/2020 2:00,3,6980.1
7/31/2020 3:00,4,6918.5
7/31/2020 4:00,5,6835.6
7/31/2020 5:00,6,6776.7
7/31/2020 6:00,7,6848.8
7/31/2020 7:00,8,7160.7
7/31/2020 8:00,9,7216.9
7/31/2020 9:00,10,7720.8
7/31/2020 10:00,11,8054.5
7/31/2020 11:00,12,8131.4
7/31/2020 12:00,13,8231.9
7/31/2020 13:00,14,8334.2
7/31/2020 14:00,15,8109.2
7/31/2020 15:00,16,7686.9
7/31/2020 16:00,17,7487.9
7/31/2020 17:00,18,7515.3
7/31/2020 18:00,19,8119.3
7/31/2020 19:00,20,8187.2
7/31/2020 20:00,21,7964.3
7/31/2020 21:00,22,7780.4
7/31/2020 22:00,23,7646.1
7/31/2020 23:00,24,7405
8/1/2020 0:00,1,7159.3
8/1/2020 1:00,2,6948.4
8/1/2020 2:00,3,6711.1
8/1/2020 3:00,4,6613.8
8/1/2020 4:00,5,6480.9
8/1/2020 5:00,6,6448.2
8/1/2020 6:00,7,6531.4
8/1/2020 7:00,8,6906.5
8/1/2020 8:00,9,7385.4
8/1/2020 9:00,10,7947.6
8/1/2020 10:00,11,8233.3
8/1/2020 11:00,12,8251.3
8/1/2020 12:00,13,8306.2
8/1/2020 13:00,14,8172
8/1/2020 14:00,15,7791.6
8/1/2020 15:00,16,7440.3
8/1/2020 16:00,17,7042.8
8/1/2020 17:00,18,7180.4
8/1/2020 18:00,19,7548.5
8/1/2020 19:00,20,7699
8/1/2020 20:00,21,7621.4
8/1/2020 21:00,22,7459.7
8/1/2020 22:00,23,7321.3
8/1/2020 23:00,24,7049.4
8/2/2020 0:00,1,6798.8
8/2/2020 1:00,2,6579.1
8/2/2020 2:00,3,6393.2
8/2/2020 3:00,4,6189.8
8/2/2020 4:00,5,6108.1
8/2/2020 5:00,6,5905.8
8/2/2020 6:00,7,6140.9
8/2/2020 7:00,8,6496
8/2/2020 8:00,9,6909.9
8/2/2020 9:00,10,7258.7
8/2/2020 10:00,11,7421.2
8/2/2020 11:00,12,7329
8/2/2020 12:00,13,7284.7
8/2/2020 13:00,14,7340.2
8/2/2020 14:00,15,7115.1
8/2/2020 15:00,16,7032
8/2/2020 16:00,17,6814.4
8/2/2020 17:00,18,6938.8
